1;6;1;100
7;12;1;100
13;18;1;100
19;24;1;100
25;30;1;100
31;36;1;100
37;42;1;100
43;48;1;100
49;54;1;100
55;60;1;100
61;66;1;100
67;72;1;100
73;78;1;100
79;84;1;100
85;90;1;100
91;96;1;100
97;102;1;100
103;108;1;100
109;114;1;100
115;120;1;100
121;126;1;100
127;132;1;100
133;138;1;100
139;144;1;100
145;150;1;100
151;156;1;100
157;162;1;100
163;168;1;100
169;174;1;100
175;180;1;100
181;186;1;100
187;192;1;100
193;198;1;100
199;204;1;100
205;210;1;100
211;216;1;100
